project_id,student_id,project_name,project_type,stars,contributors,complexity,technologies,description
PRJ00912,STU0237,Expense Tracker,academic,6,2,advanced,"React, Node.js, MongoDB",Decade wide half speech evening argue indicate state get instead attack such but us history dark.
PRJ00913,STU0347,Hospital Management System,internship,103,3,intermediate,"Java, SQL",Consider gas group reflect a pretty happen at once find identify how character only take candidate rule hospital head respond week step.
PRJ00914,STU0491,Food Delivery Application,academic,141,1,intermediate,"React, Node.js, MongoDB",Guess officer state participant single item difficult store consumer trade argue daughter most yeah onto laugh sell write town.
PRJ00915,STU0247,Online Examination System,academic,79,13,advanced,"Java, SQL",Certain environment back plant teacher save current again protect campaign determine economy employee election bit recently goal wrong.
PRJ00916,STU0394,AI Resume Analyzer,hackathon,107,17,advanced,"Python, FastAPI, Machine Learning",Wish on meeting trade them catch car throw safe best particularly health oil person share everything husband several fear away report study finally item exist.
PRJ00917,STU0333,Smart Attendance System,internship,36,4,beginner,"Python, Firebase",Gun amount car bad page lawyer executive half road resource each indicate represent dog five form help friend good church write nature approach window.
PRJ00918,STU0434,Food Delivery Application,academic,48,12,intermediate,"React, Node.js, MongoDB",Small relationship us article through sit let not among everyone spend election executive air service high doctor it third.
PRJ00919,STU0337,Face Recognition System,personal,67,16,beginner,"Python, Machine Learning",Arm public song purpose large when again technology along way quickly both parent over according light sit them part hot dream.
PRJ00920,STU0136,E-Commerce Platform,hackathon,23,15,advanced,"JavaScript, React, Node.js, SQL",Front hard sure partner table part piece as food science man alone between sit benefit sit.
PRJ00921,STU0252,Recommendation System,personal,71,11,intermediate,"Python, Machine Learning, Data Science",Stage describe ball test happen task north son how green will side again.
PRJ00922,STU0353,Smart Attendance System,hackathon,120,9,advanced,"Python, Firebase",Out sort wife father recently inside man cup fine Congress contain eat citizen write town during situation system.
PRJ00923,STU0141,Cloud File Manager,academic,40,5,advanced,"React, Firebase",Fill field money alone feel whatever country of citizen I treatment share meeting sure window hour education of environmental smile between.
PRJ00924,STU0148,AI Resume Analyzer,personal,99,19,intermediate,"Python, FastAPI, Machine Learning",Son level single head easy tell care city age Mr suggest drive join.
PRJ00925,STU0366,Food Delivery Application,hackathon,45,19,advanced,"React, Node.js, MongoDB",Partner police appear on sea year adult bill near choice party street risk tell source economy sell question it board science conference table step art wind.
PRJ00926,STU0157,Smart Attendance System,internship,80,5,advanced,"Python, Firebase",Collection risk improve hundred race radio its themselves difficult anything far mention way usually possible once.
PRJ00927,STU0413,Expense Tracker,personal,42,20,intermediate,"React, Node.js, MongoDB",Its from administration why subject field keep bed environmental state order parent ago until.
PRJ00928,STU0440,Hospital Management System,hackathon,63,1,beginner,"Java, SQL",Total fund determine report instead south act must that person ten conference big agreement nature card detail certainly standard grow team.
PRJ00929,STU0299,Food Delivery Application,personal,8,9,intermediate,"React, Node.js, MongoDB",Prove people director back after sure ground provide shoulder test in strong woman clearly nearly single story other among may stand outside.
PRJ00930,STU0370,Portfolio Website,internship,127,20,beginner,"HTML/CSS, JavaScript",Some risk site share probably success head old back stuff city senior herself.
PRJ00931,STU0498,Face Recognition System,personal,133,11,advanced,"Python, Machine Learning",Bag ball forward where improve inside marriage camera imagine campaign wear type sometimes upon article away report culture cold child next check high.
PRJ00932,STU0192,Hospital Management System,internship,48,17,intermediate,"Java, SQL",Instead cup ahead once every behavior beat less minute impact adult parent message forget now include per information measure visit form mouth.
PRJ00933,STU0090,Smart Attendance System,internship,8,3,intermediate,"Python, Firebase",Morning artist very keep home sort program will perform ask these effect back claim indeed those build several believe concern factor ready point whether occur.
PRJ00934,STU0116,Food Delivery Application,personal,62,5,intermediate,"React, Node.js, MongoDB",Expect I trip themselves along heavy nothing cold quickly notice need box hot center hope probably make on take fact cup call commercial gun.
PRJ00935,STU0312,Recommendation System,academic,55,12,intermediate,"Python, Machine Learning, Data Science",Should professional I kind herself important how final see ok like bring.
PRJ00936,STU0236,Cloud File Manager,academic,139,8,advanced,"React, Firebase",Difference hit across usually environment character fund country ask child few image stand its manager baby break hit.
PRJ00937,STU0104,Face Recognition System,academic,107,4,intermediate,"Python, Machine Learning",Sit picture ball politics cause agreement hotel follow physical lawyer their remain risk consumer concern.
PRJ00938,STU0260,E-Commerce Platform,hackathon,146,18,advanced,"JavaScript, React, Node.js, SQL",Against second production such oil get option wife spend science analysis evening picture issue cause writer happy.
PRJ00939,STU0276,Online Examination System,academic,19,15,advanced,"Java, SQL",Today catch page information see take husband box return collection national simply resource middle still collection state perform official.
PRJ00940,STU0268,Data Analytics Dashboard,personal,70,6,advanced,"Python, Data Science, SQL",Art effort yourself camera order teacher officer beautiful along oil bank camera interest law building concern much operation general worry growth conference recently represent represent.
PRJ00941,STU0480,AI Chatbot,personal,63,15,beginner,"Python, FastAPI, Machine Learning",Base whatever resource level detail avoid responsibility something one door direction crime available television others really player personal spring building off local account military here main.
PRJ00942,STU0021,Cloud File Manager,hackathon,146,9,beginner,"React, Firebase",Street role last effect artist certainly inside board head whatever meet because push behind available.
